id,very_negative,negative,neutral,positive,very_positive
arV1L55,5.9091,33.9394,42.0000,14.1818,3.9697
aP760NK,7.4000,36.1333,32.8000,18.0667,5.6667
aD4RNyO,6.0000,26.0400,44.0400,20.3200,3.6000
a0Nv3ed,4.0000,22.8500,50.8500,18.1500,4.0000
a8Gd9ee,7.6000,36.0000,34.2000,16.6000,5.8000
azm7yop,3.1667,29.3333,47.3333,16.5000,3.1667
aEPdjpO,5.9000,35.1000,35.0000,17.3000,6.8000
aXgZKp6,5.6538,25.1923,53.0769,12.2308,3.7308
aD4RMPK,5.7712,29.7542,40.0254,20.2458,4.1695
aXgZGvd,5.0000,30.9231,42.2308,18.6923,3.0769
aO7oA0v,3.5294,23.1765,47.8235,22.4118,3.0000
azm7yRb,3.6667,24.5000,44.9167,22.2500,4.7500
a2WEpEE,5.7143,28.2857,30.1429,22.2857,13.4286
an4ew1L,4.6667,31.3333,49.4444,12.6667,1.8889
a1Wp67w,3.4000,24.4000,57.2000,12.2000,2.2000
ax9Em8n,4.0161,22.6452,48.7419,19.7903,4.6452
aP760Rg,3.1667,21.1667,41.0000,25.0000,9.6667
arV1rG7,4.2188,23.4375,43.3438,24.1563,4.5938
aGdKQL6,3.9000,27.5250,53.0000,13.5750,2.0000
aD4R0YO,3.5600,24.3200,53.2000,16.0800,2.6000
azm7o8m,3.0000,19.2857,44.8571,26.0000,6.7143
abG38v9,7.9286,36.1786,38.9286,14.1071,3.0357
agArdeK,8.3333,38.6667,37.6667,11.6667,3.6667
amvqn9X,7.0625,31.8750,41.1250,15.9375,4.1250
ax9En4p,5.6667,25.0000,57.8889,9.7778,1.7778
aoPm7Kw,5.1111,23.1111,43.8889,21.6667,5.8889
adVyzPB,6.3333,34.1111,44.1111,13.1111,2.4444
aoPm8X3,5.1739,27.5435,41.9783,21.6957,3.5000
aAeBNGo,3.1538,19.3077,50.2308,21.1538,5.9231
aR76yG7,6.0588,31.4706,46.9412,12.7059,2.6471
amvqOEo,8.0000,39.0000,42.3333,9.5000,1.3333
aoPm7W0,4.5000,26.5667,50.9000,15.2333,2.7333
avz2mxO,4.3333,22.3333,51.0000,18.0000,4.0000
aWxBP66,3.3636,26.2727,57.7273,11.0000,1.6364
abG3omL,10.5000,41.1667,35.1667,10.9444,2.3889
aD4RNPx,5.1667,24.7917,37.5417,24.5417,8.0417
aqn4V7L,6.5000,33.5417,44.4167,13.2917,2.2083
adVyd2B,2.6316,18.7895,44.6842,29.0000,4.7368
a3wvp2Q,3.4324,24.4324,49.6486,19.4595,3.2432
aYyjBB7,3.2500,28.0000,56.1250,11.6250,1.1250
aoPmwm3,3.5000,25.2143,51.5000,17.0000,2.6429
aVwj6O2,3.8750,16.8750,67.0000,10.0000,2.3750
aEPdyYO,8.4167,37.3750,40.5833,11.8750,1.7500
aAeB969,6.5857,31.4429,43.8714,14.4429,3.7000
a43py9v,4.6667,30.7778,45.8148,16.5556,2.1481
a8GdN06,3.7857,25.7857,48.5714,18.8571,2.7857
aYyjm6w,8.5000,33.5000,16.0000,33.2500,8.5000
aR76dLQ,3.1667,15.1667,65.0000,14.3333,2.1667
aEPdQ1M,6.1429,26.1429,47.7143,17.0000,2.5714
aGdKrE0,5.8000,30.8000,46.4000,14.8000,2.6000
aEPdQje,6.0000,31.7500,42.7500,17.7500,2.2500
aO7oGZ2,3.2800,22.7800,51.3400,18.2800,4.1600
aMxey3X,5.0000,41.6667,41.0000,11.0000,1.6667
azm73xZ,3.5714,27.1429,55.2857,11.4286,2.4286
aGdKqK6,3.8750,27.6250,51.3125,15.0625,1.9375
azm7vmb,1.9000,14.1000,64.8000,17.4000,2.0000
ax9EnYn,3.8000,25.8000,44.8000,21.4000,4.2000
abG3KjL,6.6667,38.4444,30.7778,19.6667,4.4444
aZyqV4W,4.3400,23.2200,46.5000,22.3200,3.5200
avz2Vz5,4.3571,23.8571,40.2143,27.1429,4.4286
aZyqK7n,5.4783,26.3913,44.0870,20.3043,3.3913
avz2Xzq,4.2667,26.3333,43.4667,16.6667,9.2667
aGdKNpG,4.8000,30.6000,54.8000,8.4000,1.4000
avz24Vn,5.3125,25.4063,44.1875,20.4063,4.7188
aAeB7GE,8.0000,26.5000,42.5000,18.0000,4.5000
aQd6b52,4.2000,25.4000,59.0000,9.2000,2.2000
avz2q7O,8.5882,33.2353,31.7059,20.8824,5.4118
aMxeWrV,4.1136,25.3409,48.3182,19.2727,3.0682
aLw61Xz,5.0755,31.2075,42.0377,17.8679,3.7358
aR76p0y,2.5385,17.0769,43.3846,29.4615,7.5385
aNgmbvb,7.2105,29.7368,35.9737,21.1579,6.0000
an4eovq,9.1724,35.9310,34.4138,17.6552,2.8621
ao5BrKX,6.4026,29.4416,40.4286,18.8182,4.8312
avz2jEO,10.8889,41.4444,37.0000,9.3333,2.0000
avz2XDX,8.7500,32.6250,32.6250,23.3750,2.6250
ax9EAvn,7.7000,37.0000,41.1000,11.8000,2.3000
aBm95xO,3.5000,20.5000,53.5000,20.0000,3.0000
a3wvO0N,3.6500,25.3500,45.2500,21.0500,4.9000
aLw6bev,5.5303,26.9242,43.7576,19.6667,3.9697
aBm9jeO,4.0000,25.5000,47.7143,18.8571,3.7857
aqn4OPP,4.0000,21.0000,52.3077,20.0000,2.6923
aoPmexn,3.4848,22.1818,49.4242,21.4545,3.2727
a8Gd9yZ,5.2222,27.0741,47.7778,16.0370,3.8148
aZyqrzp,5.5172,34.5517,44.7931,12.8276,2.2759
abG3d0L,6.2143,29.4643,38.4286,19.2857,6.6786
a3wvO43,8.0769,37.6923,33.1538,16.9231,4.3077
arV1Oq7,4.8750,26.4063,50.5625,15.5625,2.4063
a9njVNW,2.6000,19.6000,59.5500,16.3000,2.0000
aqn4wyM,4.0625,22.5000,46.6875,22.8750,4.2500
aWxByb4,4.8750,28.8750,41.8750,19.2500,4.6250
a1WpmvY,4.6800,22.4000,54.5600,15.6000,2.3600
an4eW10,3.5000,31.7500,29.7500,31.5000,4.0000
aO7oOov,3.8400,22.3600,40.1200,28.0400,5.8400
aGdK7Z0,4.1818,25.5152,38.0000,27.2727,4.9697
a0NvzjO,2.5000,17.5000,58.0000,19.0000,2.5000
ayeEzPY,4.6400,30.0800,49.9200,13.3200,2.1600
aoPmqen,8.5714,25.7857,54.9286,9.2857,1.3571
abG3Lrv,4.7083,24.8750,38.5417,24.0000,7.8333
a1WpB0D,7.1250,37.8750,42.2500,10.5000,2.2500
a8Gdn7Q,6.2857,26.4286,40.2857,19.2857,7.0000
aZyq2WW,4.4400,31.2400,46.0000,15.5600,2.6000
aBm9bMP,9.0909,26.4545,51.7273,9.8182,2.7273
amvqbKj,6.0000,38.1905,42.3333,11.5714,2.1905
aQd6bp7,3.9412,20.2941,53.0588,19.4706,2.9412
amvqQov,6.0769,27.2308,39.6923,21.7692,5.2308
aBm9X8N,6.9744,37.7308,39.0000,13.1667,2.8974
a0NvgDX,2.8333,19.5000,52.3333,21.8333,3.5000
abG38Rr,6.0588,32.2941,41.4706,16.2353,3.8824
a6KreON,7.6250,34.1250,29.0417,22.2083,6.8750
abG3oev,4.2821,25.2051,51.0769,16.3077,3.2308
aGdKz75,5.8889,26.4815,43.0000,20.6667,4.1111
aVwj4y8,5.2333,27.3667,40.8333,22.1333,4.4000
azm7ynN,5.6250,36.6250,36.1250,19.2500,2.2500
a8GdgKZ,6.1667,26.6667,51.3333,13.6667,1.6667
aqn4A1P,2.0000,8.7500,43.7500,32.7500,13.0000
a7WvnX2,5.4000,18.5000,42.0000,26.2000,7.7000
amvqdVj,5.6000,33.6000,48.6000,9.8000,2.2000
a43pxX1,4.8788,28.6061,42.8788,20.0606,3.6667
aj9QdR8,12.2143,31.4286,33.5000,16.5714,6.5000
aD4RNDK,6.0571,29.6286,44.0571,17.2286,3.1714
aeDKBP5,4.4516,27.5484,54.0000,12.1935,1.8065
a6Krzpq,5.1429,20.4286,54.1429,17.1429,2.7143
amvqbx4,6.2581,30.1290,36.0968,22.7419,4.8710
azm7Qrq,7.0000,34.1429,37.1429,18.1429,3.2857
a0NvqNX,7.0625,31.2500,41.9375,16.3750,3.4375
aqn4pvj,1.6667,16.6667,53.6667,24.8889,3.2222
ayeE1Mp,4.4595,29.1351,50.2162,12.6486,3.7297
a3wvOpe,6.9375,30.5000,43.3750,16.3750,2.8125
aZyqYVn,15.3636,39.0909,30.1818,12.5455,2.7273
a8GdQrY,6.9000,30.2000,44.3500,15.1000,3.3000
aEPdEWM,3.3000,17.2000,55.6000,19.9000,3.7000
aEPdjoM,9.4000,33.0000,34.0000,19.5333,3.9333
ax9EWqK,5.8333,31.7667,40.2000,17.7667,4.5167
aZyqbbX,6.3696,29.6522,35.1739,23.2391,5.6522
aMxeDb6,8.6667,38.1111,39.3333,11.3333,2.3333
aK74MX6,3.8000,29.8000,49.6000,14.8000,2.0000
a2WENKw,6.0909,32.5455,43.8545,14.4000,3.1455
aGdKQO5,3.4000,17.6000,43.8000,28.8000,6.2000
aj9Qjvg,2.8462,14.3077,41.0000,31.8462,10.0769
aK745Z3,3.3000,25.4000,48.9000,19.8000,2.9000
a7WvxE2,9.3333,29.9167,44.3333,13.6667,2.5833
apGKMj8,5.0000,27.5000,33.0000,29.0000,5.0000
a8GdnrQ,5.6500,27.2500,44.5500,18.7500,3.7000
a43p0Bw,4.4815,26.2963,39.2963,24.8889,5.0000
adVybz2,1.5000,12.0000,76.0000,9.5000,1.0000
ax9Er8D,5.3000,35.8000,51.7000,6.1000,1.0000
aVwj14K,2.5000,23.0000,65.0000,8.5000,1.0000
an4e94b,7.0816,31.9592,33.4490,22.3469,5.2245
a8GdgQ6,9.6000,35.0000,40.7333,11.4667,3.4000
aBm9LND,7.6410,27.8718,31.0513,27.0513,6.4359
a9njGe0,3.8889,19.6667,46.7778,25.8889,3.6667
ayeEEz8,5.2963,31.5185,48.6296,12.4074,2.0370
awBNpDQ,5.2692,32.5385,43.4231,15.1538,3.6154
apGK8bM,3.3636,19.3636,62.5455,13.4545,1.4545
aqn4Bn7,7.0000,26.2500,57.7500,7.2500,1.2500
avz2B0q,5.5625,36.6875,50.1875,6.5000,0.9375
ayeEvPy,2.5500,15.5000,66.2500,13.2500,2.4000
a3wvzOQ,3.1667,22.8333,61.6667,10.5000,1.6667
a7WvADm,3.3333,20.0833,46.0833,25.0833,5.3333
aBm9LBP,5.5636,28.3818,47.2000,15.6545,3.0364
a1WpBq2,5.6667,26.0000,35.9333,26.2000,6.0000
aoPm7xn,3.0000,24.0000,60.6667,10.8333,1.0000
aP76VRB,3.8000,24.0000,58.6000,11.6000,1.8000
adVyA8Q,4.2222,27.4444,51.1111,15.1111,2.2222
aGdK5V7,3.5000,24.0000,57.2500,13.0000,2.5000
aNgmbXA,4.1579,23.8421,50.7368,17.5789,3.7368
aVwj8YP,3.0000,23.6667,63.0000,9.3333,1.0000
aeDKyQb,5.8333,37.5000,45.8333,9.3333,1.6667
a8GdeLZ,3.5000,26.7000,50.9333,16.7000,2.2000
aoPm6ng,9.0000,39.0000,23.6667,23.0000,5.3333
a9nje6L,3.3636,25.7273,50.8182,16.8182,3.2727
arV1ddB,3.9333,22.5333,38.2667,28.1333,6.8667
amvqbZ2,3.2414,24.5172,46.6897,22.3103,3.4138
a6KrpwL,4.7353,20.1765,48.0588,21.7647,5.2353
a8GdzmO,6.3636,35.7273,46.2727,9.8182,1.7273
agArew1,6.2500,30.0313,49.0625,11.5625,2.9375
aXgZO2v,4.5000,27.1000,44.5000,20.7000,3.0000
a43p00Z,5.5946,29.1622,49.3784,13.4865,2.4324
arV1Lx7,6.6667,40.3333,38.6667,12.3333,2.0000
aP76zwg,10.8571,44.5714,30.5714,12.2857,2.1429
aR764LG,2.8750,17.2750,46.9000,25.3250,7.5875
aAeB5Eo,5.0000,26.7500,31.7500,31.0000,5.7500
aD4RrAG,7.0714,27.7857,47.6429,14.2857,3.4286
avz2D8Z,4.1053,29.5789,45.2105,18.3684,2.7368
aLw6EEv,3.3125,23.4375,53.3125,16.0625,3.6250
aNgmX53,5.3889,24.7222,39.0556,23.3889,7.5556
a8GdNGV,3.1429,18.5714,32.7143,35.0000,10.7143
aeDKwj5,2.0000,15.5714,69.1429,12.2857,1.4286
arV15ny,5.5000,27.4545,44.9545,18.7727,3.3182
aeDKy6p,4.0952,27.7143,50.3810,15.2381,2.5238
awBNDMQ,3.2500,19.7500,43.3750,27.7500,6.0000
a0NvgVL,4.2000,19.6000,48.2000,22.0000,5.4000
aVwj68v,6.6000,24.8000,39.8000,23.7333,5.1333
a8GdQ6V,2.7273,21.4545,55.3636,17.4545,2.7273
aD4RLww,3.2222,18.0000,31.3333,39.3333,8.0000
aNgmZ0v,6.3821,30.3333,38.9512,19.9431,4.3821
aGdKrn6,3.3636,21.2727,55.4545,16.6364,3.1818
arV1rKp,8.4286,31.1429,39.1429,18.0000,3.2857
a43p0X6,4.6000,33.7000,49.9000,10.4000,1.5000
aK74nvW,10.0000,50.2500,30.2500,7.7500,2.0000
a8GdgBe,2.0000,14.2500,47.7500,31.0000,5.2500
amvqQbd,5.4706,31.4706,41.2941,16.0000,5.4706
azm7QdZ,3.0000,27.0000,49.3333,18.3333,2.3333
aBm9bAQ,9.0000,32.6667,28.3333,24.3333,5.6667
an4eomb,3.9143,25.8286,43.5429,23.2000,3.5143
adVyzA2,2.2500,13.8750,53.1250,27.1250,3.8750
apGKj99,6.5000,33.3333,37.8333,19.8333,2.5000
aoPm730,5.3571,28.8214,42.8214,17.8929,5.1071
ayeEKgp,4.9697,30.3636,43.4242,18.3939,2.9394
aeDKqRq,6.5333,33.8000,31.8667,22.8000,5.0000
aMxeLXR,4.7647,31.1765,49.2941,12.2941,2.4118
amvqOOV,4.0000,29.1538,51.6154,11.5385,3.6923
a3wv2wQ,4.3333,22.3333,46.1515,22.1515,4.7576
aP76YVn,4.5811,27.3243,39.8378,22.6892,5.5811
a7WvPZw,5.5200,33.0400,46.6800,12.6400,1.8400
aD4RvB9,3.0000,22.3333,63.0000,9.6667,2.0000
a9njN0W,4.4545,26.0909,46.0000,19.9091,3.7273
a0NvyvX,3.8333,24.0833,49.3333,19.5000,3.1667
a8GdgrO,4.2500,32.2500,41.2500,18.0000,4.2500
ayeEjEM,5.2500,29.2500,45.2500,16.7500,3.2500
aMxeMeG,8.4000,49.4000,28.6000,11.4000,2.4000
aVwjyj8,3.9167,26.7500,41.4167,19.6667,8.1667
aNgm3Zw,5.2400,34.3600,45.9600,12.6000,1.9200
aXgZ6ZP,6.5000,25.0000,23.5000,37.5000,8.0000
ax9EqEb,3.3333,20.3333,51.5000,19.6667,4.6667
aP76bww,4.6667,31.0000,57.0000,6.6667,1.0000
a9njjoL,6.5500,31.4000,41.0500,17.3000,3.6000
a0Nvy8X,3.9375,25.0000,53.9375,14.5000,2.9375
a9njZno,2.0000,23.0000,66.0000,7.0000,1.0000
a6KrR0R,4.7000,33.9000,37.7000,20.7000,2.9000
aqn4o97,6.2500,30.1250,52.8750,9.3750,1.3750
a0NvqKd,4.6250,23.3750,39.2500,27.6250,5.0000
aVwj9Xy,3.9677,22.7097,43.1290,25.8065,4.4194
aK74owN,7.7500,39.5000,36.7500,12.5000,4.0000
a8GdxWY,3.0000,25.0000,56.0000,13.5000,2.0000
a8GdxLO,3.0000,18.4000,44.0000,29.6000,4.9000
abG3nXp,5.7273,26.4545,41.7273,21.3636,4.6364
aVwjyOO,11.3333,49.6667,23.3333,14.0000,2.0000
aBm9BK1,2.0000,16.5714,61.5000,16.9286,2.7857
azm7DQm,5.0909,25.8182,47.7273,18.3636,3.0909
ax9Eqdb,5.1071,30.8214,47.0000,14.3929,2.5000
aWxB3Qq,2.0000,17.0000,51.0000,27.0000,3.0000
aAeBNmg,3.2500,22.2500,49.2500,21.5625,3.7500
ax9EQjW,5.6667,25.9048,45.3333,18.6667,4.4762
ayeEjpY,1.0000,8.5000,59.0000,29.0000,2.5000
awBNPoB,7.9000,30.2250,41.8500,16.9000,3.1250
aZyqObW,5.0000,32.5000,45.0000,15.5000,2.0000
a7WvRKq,4.4000,29.7000,55.6000,9.1000,1.3000
a2WE6Ne,2.3333,9.6667,57.0000,27.6667,3.0000
aP76b4Q,3.7143,21.8571,43.2857,26.2857,4.5714
aBm9NKQ,4.2500,25.3958,41.7292,23.6042,4.9583
aoPmQ0n,7.0000,29.3333,22.3333,34.6667,6.6667
a0NvD5L,4.5000,26.6429,46.8571,19.5000,2.5714
amvq4L2,4.5000,29.0000,35.5000,26.7500,4.5000
amvqZ3o,4.6522,26.6522,46.7391,18.3913,3.4783
aoPmQZg,2.5000,28.5000,44.7500,19.2500,5.0000
aeDK80b,5.1667,23.8333,56.1667,12.6667,1.8333
avz2mAW,4.0000,17.5000,34.0000,34.7500,10.0000
aeDK83b,4.0000,38.0000,47.0000,8.5000,2.0000
aj9QQ2G,5.4359,29.2692,46.1410,15.7308,3.2564
aD4RvOO,3.5000,19.0000,54.5000,20.5000,3.0000
agArzNv,2.0000,12.7500,52.7500,30.5000,2.2500
aYyjngv,5.6000,29.6000,40.4000,21.2000,3.4000
a7Wvbrz,5.0463,26.6667,43.0556,20.0185,5.1389
aMxeMrW,20.0000,46.0000,22.0000,8.0000,4.0000
aO7oLb6,4.0588,24.8824,45.2353,22.4118,3.3529
avz2KLE,3.5000,22.5000,52.2500,18.5000,3.0000
aGdK4xG,6.0000,32.4000,41.0000,16.8000,4.0000
a9njg76,6.0000,30.0000,36.0000,24.2500,4.5000
aD4Reod,4.6667,40.0000,44.0000,10.0000,1.3333
aBm9BYZ,7.3333,45.3333,25.6667,19.6667,1.6667
aD4ReoO,6.0769,30.7692,43.1538,17.6923,2.4615
aQd6z27,5.9254,29.0149,47.2090,15.6418,2.3134
aBm9BYN,5.1000,29.3000,50.9000,12.6000,2.0000
apGKjVn,5.3333,31.1000,36.0667,22.9333,4.4333
a6Kr3yR,3.6667,29.3333,57.0000,9.0000,1.3333
abG3n5O,0.5000,13.5000,83.0000,2.5000,0.0000
aO7oLm6,2.2000,15.4000,63.6000,15.4000,2.8000
arV17vV,5.0000,21.9286,53.7143,16.1429,3.0714
aWxB3Zn,5.1429,23.8571,52.0000,14.1429,4.2857
a3wvnRQ,9.7500,34.7500,39.5000,11.5000,4.7500
a43py21,3.3000,24.0000,55.6000,14.1000,2.8000
amvqRO9,4.9545,27.4091,53.5000,12.4091,1.6818
aNgmEKK,1.0000,4.5000,62.5000,29.0000,3.0000
aqn4oLZ,3.8000,30.2000,44.3000,18.9000,2.7000
aEPdm7e,4.7600,32.2800,38.2800,20.7600,3.9600
a43pmg6,6.3333,20.0000,31.3333,35.0000,7.3333
aP76bGQ,4.4000,27.6000,46.2000,18.8000,3.2000
a6KrYLA,2.2500,19.2500,51.2500,23.7500,3.5000
a5WpAYL,1.2500,7.2500,55.6250,26.8750,8.7500
aQd6W8W,3.0000,32.3333,36.3333,21.6667,6.6667
aj9Qerx,2.2000,10.0000,28.8000,33.2000,26.4000
amvq402,3.0000,15.6667,33.8333,34.8333,12.8333
a43pmAd,6.8000,33.3000,51.8000,7.0000,1.3000
aK74ZXN,6.3636,42.0000,41.9091,7.8182,1.6364
azm7z6z,7.0000,40.5000,30.0000,17.7500,4.7500
an4eP1E,6.7500,37.6667,38.5833,14.4167,2.5000
a5WpvBV,7.0000,30.0000,26.0000,28.6000,8.0000
azm736p,2.3846,17.3846,50.1538,25.0000,5.0000
an4e3OL,13.8000,45.8000,25.6000,12.0000,2.6000
agArz3x,5.0000,30.2000,32.8000,25.8000,6.4000
aqn4DEv,4.3810,31.3333,44.5238,16.6190,3.0952
azm7EdZ,5.4151,29.3774,47.3019,15.1509,2.7170
aBm9B1N,9.7500,33.2500,40.0000,14.2500,3.0000
aXgZ6wv,5.0000,36.0000,44.0000,12.5000,2.5000
aVwj9bK,3.6429,19.7857,44.4286,26.5714,5.5714
aR76qwM,1.6000,10.6000,51.8000,31.8000,4.2000
a43p8Xw,3.0000,21.3333,46.6667,24.0000,4.6667
abG3nZX,3.6000,25.6000,41.8000,16.8000,12.4000
aj9QeD0,3.7500,33.7500,39.7500,19.5000,3.5000
a5Wp0pq,0.0000,4.0000,95.0000,0.0000,0.0000
aBm9MPO,5.0000,22.0000,35.0000,32.0000,5.5000
aQd6WxW,2.0000,27.6667,47.6667,21.6667,1.6667
adVyDXQ,5.6667,38.6667,52.6667,2.6667,0.6667
a0NvyPz,2.5000,14.5000,36.5000,40.5000,6.0000
aQd6DEK,5.6000,31.0667,44.3333,16.2000,2.7333
aAeBz10,9.4286,42.0000,34.2857,10.7143,3.5714
aVwjLPy,6.8235,27.4118,43.5588,18.0882,4.3235
aBm9BwN,8.1525,37.8644,34.7288,15.7288,3.4068
a3wvX77,3.0000,12.6667,54.3333,25.0000,5.0000
agArzqg,5.3000,34.5000,46.1000,13.2000,1.1000
aEPdyBO,3.6250,14.0000,55.7500,24.2500,2.5000
a7WvAEw,4.1667,19.8333,25.1667,41.6667,8.8333
azm7B6z,11.4800,37.8800,28.0400,18.6000,4.1600
a43pOLA,1.0000,17.0000,75.0000,6.0000,0.0000
aqn4orZ,2.5000,17.0000,56.0000,22.0000,2.5000
azm7prB,4.0000,24.5000,58.0000,11.2500,2.2500
arV17OK,2.0000,16.0000,71.0000,10.0000,1.5000
ayeEjL8,7.6957,28.0435,51.9130,10.3913,2.0000
aP76pGR,3.4048,20.1190,51.3095,20.9524,4.0952
a1Wp3dD,10.1000,47.7000,33.2000,6.7000,2.0000
a43pyb6,2.2500,18.7500,64.2500,12.7500,1.7500
amvq4YX,4.6667,26.0000,44.6667,23.0000,1.6667
an4eEeq,5.6957,35.1304,39.8261,15.9130,3.4348
aD4RejO,4.8000,23.6000,49.2000,19.2000,3.0000
a6KrYMb,5.6250,27.5000,47.5000,17.1250,2.2500
aWxBAmZ,5.0833,24.2917,51.5833,15.3750,3.5417
aP76bWq,5.2857,28.0000,54.5714,10.2857,2.1429
abG3npr,7.0000,39.0000,42.5000,10.5000,1.5000
aeDK8bj,14.8333,37.0000,35.1667,11.0000,2.1667
a3wvXLm,8.0000,49.0000,29.0000,11.0000,3.0000
a2WE6r9,2.6667,22.8333,61.0000,11.8333,1.5000
aD4ReWK,6.0000,34.5000,43.5000,12.5000,3.0000
avz2wdd,4.3333,30.3333,54.1667,9.1667,1.6667
agArzLK,5.2353,22.2353,56.8235,12.7059,3.0588
aj9Qy60,5.3220,29.8983,45.9831,14.3051,4.4068
aWxB3mx,5.0000,19.5000,61.0000,11.0000,3.0000
avz2KOZ,1.0000,6.0000,36.0000,53.0000,4.0000
aVwjyMy,3.9545,20.4091,51.6818,20.1818,3.7273
a6Krebm,6.6087,32.6087,39.0435,17.3043,4.4783
a7WvRdz,4.0769,20.6154,38.6923,23.6923,12.8462
aBm9Mdz,4.8000,28.2000,42.8000,15.0000,9.3333
a9njgrj,3.5000,25.0000,25.5000,35.0000,10.5000
aWxBGE3,6.9722,28.3611,41.6389,18.7222,4.2917
aBm9Bxx,6.2500,28.3750,45.5000,17.3750,2.7500
an4eZwq,9.6667,31.6667,24.0000,30.3333,4.0000
aNgmEdw,3.0000,14.0000,63.0000,15.0000,4.0000
agArzYK,3.6667,29.6667,54.0000,10.6667,2.0000
aAeBzxd,7.0000,41.4000,35.4000,13.2000,3.4000
azm7pVx,2.0000,9.0000,55.0000,29.0000,5.0000
aEPdmYx,1.0000,4.0000,31.0000,62.0000,2.0000
agArzGg,2.5000,19.0000,44.5000,31.5000,2.0000
a7WvRMe,3.0000,26.7500,51.0000,16.5000,2.0000
a2WE6ZE,2.8571,20.1429,41.1429,28.4286,7.2857
an4eP9B,2.5000,16.0000,49.5000,27.5000,4.5000
amvq4Bv,3.4000,21.6000,52.0000,20.6000,2.8000
aQd6B3K,3.6000,23.5000,45.3000,22.9000,4.7000
awBNWQ8,3.0000,19.0000,54.0000,21.0000,3.0000
ayeEjXV,8.6000,35.2000,30.6000,21.0000,4.6000
a1Wp3K8,6.0000,32.0000,32.5000,26.0000,4.0000
ayeEjBV,3.0000,20.2500,37.0000,27.7500,12.2500
aR76qj2,6.0000,28.7500,48.7500,14.0000,2.5000
aVwj172,6.0000,30.7778,47.2222,13.5556,2.2222
aeDK8r5,9.0000,59.0000,28.0000,3.0000,1.0000
ayeEjxq,6.7500,33.0000,40.3750,16.0000,3.8750
aWxB3Y2,8.8947,35.5263,38.5263,13.2105,3.7368
adVyD5N,2.6667,15.3333,47.6667,30.3333,4.3333
aqn4oKY,6.7143,26.4286,56.4286,9.0000,1.4286
aP76zBP,5.0000,30.0000,53.6250,10.5000,1.2500
aYyjXyw,2.7500,24.0000,58.2500,13.7500,1.2500
a8GdxyZ,3.5000,25.5000,26.5000,32.0000,12.5000
an4ePyo,12.0000,56.0000,22.5000,7.5000,2.5000
aNgm24v,4.2353,29.4118,47.6471,15.6471,3.1176
aAeB9n9,6.5000,36.0000,40.7500,13.9167,2.9167
a5Wp0Wo,5.8000,31.4500,31.0000,25.5000,6.0000
a0NvyNL,3.0000,19.3333,56.6667,17.8333,2.8333
azm7pXq,3.8000,31.6000,53.8000,9.8000,1.4000
aR76qXA,8.0000,52.5000,32.0000,5.5000,1.5000
arV1DWp,5.0000,24.4000,43.0000,21.6000,6.0000
aD4Red7,3.6000,20.0000,53.2000,19.6000,4.0000
aR76q7A,5.7568,26.8378,44.2703,19.5676,3.5946
ayeEjey,5.9000,23.3000,44.8000,23.7000,1.9000
aGdK4p7,3.5769,19.2692,45.1154,27.2692,4.8462
avz2DNd,5.0000,28.4000,40.0000,24.4000,2.2000
aK748YZ,4.6061,23.9394,50.8333,17.0000,3.6818
a7WvRwm,5.8909,29.1818,42.1636,19.6364,2.9818
aO7oAXN,2.2857,14.4286,47.6429,30.5714,5.1429
aAeBzgE,8.0000,20.0000,21.0000,43.0000,8.5000
aVwjyYP,4.1500,21.6000,45.2000,25.0500,3.7500
aeDKRzp,7.2500,36.6667,43.5833,10.7500,1.7500
ayeEr5r,5.6667,40.3333,43.6667,9.3333,1.3333
aO7oLQ3,4.8889,27.6667,46.7778,18.2222,2.5556
aeDK8GO,5.5000,43.0000,42.5000,7.5000,2.0000
aO7oL7y,3.6000,27.4000,56.8000,10.2000,1.8000
abG3nG8,8.5000,54.5000,31.5000,4.0000,1.0000
aXgZ6Yz,3.0000,15.5000,51.0000,25.5000,4.5000
aLw6N5z,5.9412,33.1176,44.6471,13.5294,2.5882
aWxB3G6,2.4000,17.0000,47.0000,28.6000,4.8000
aoPmQPA,8.6667,37.1667,39.5000,12.6667,2.0000
aVwjywv,3.0000,20.6667,64.0000,11.0000,1.3333
aK74oEO,6.8333,31.6667,39.0000,19.1667,3.1667
aLw671P,4.4286,29.2857,49.2857,14.4286,2.2857
aYyjXrV,3.3846,25.1538,45.8462,21.4615,4.3077
avz2D6n,3.5000,30.5000,52.7500,11.2500,1.5000
a5Wp0XG,9.0000,32.7143,42.8571,13.5714,1.8571
aj9Q9A8,5.4710,28.7029,43.6884,17.6449,4.4203
azm7pMz,4.0000,24.2857,45.2857,23.7143,3.2857
abG3nzr,3.2000,20.6000,61.6000,11.6000,2.6000
an4ePzL,1.0000,7.5000,70.0000,20.0000,1.5000
arV1r0V,3.5000,27.7500,58.5000,9.3750,1.2500
aVwjyxd,3.7500,24.0000,50.5000,19.5000,2.7500
aoPmxjA,7.6429,37.3214,38.7143,13.3929,2.8571
apGKZ5W,0.0000,0.5000,41.5000,41.0000,17.0000
a2WEqnZ,5.8261,31.1739,44.0870,15.2174,3.6522
aBm9B0x,4.0000,37.7500,37.5000,17.7500,3.0000
aLw67nv,4.5000,31.3333,37.6667,21.0000,5.3333
aBm9Gzx,4.1154,27.0769,49.0769,16.8462,2.7308
a9njgyL,6.2000,29.2000,49.2000,13.8000,2.0000
