id,very_negative,negative,neutral,positive,very_positive
agArW8W,6.7500,36.2500,27.2500,25.7500,4.0000
aK74Reg,9.6667,49.3333,24.0000,15.3333,2.0000
a2WEe09,3.0000,20.6000,49.0000,21.6000,6.2000
aGdKXAz,2.0000,20.5000,59.0000,16.8750,1.5000
aoPmXLA,4.4634,26.0244,48.1220,18.3659,3.0000
aEPd3Wo,6.0667,25.4000,49.3333,16.2000,3.0667
avz2NR5,5.7143,38.8571,45.0000,9.0000,2.0000
aj9Qp9x,4.0000,30.0000,54.3333,10.0000,1.6667
a5Wp4zL,6.0000,23.6667,54.3333,13.6667,2.3333
a8GdRXO,3.7500,20.0000,52.7500,20.0000,3.2500
aD4RyX7,2.6000,26.0000,54.6000,15.6000,1.2000
a0NvBEL,4.2381,30.8571,49.3333,13.4286,2.0000
agArW2q,6.5000,41.0000,44.7500,6.5000,1.0000
a43pvA1,11.5000,31.0000,26.0000,26.0000,6.0000
aeDKL7m,4.3846,26.3077,53.1538,14.0000,2.2308
adVyEoV,4.0000,21.8000,50.0000,20.8000,3.0000
a43pvqw,6.2800,34.6000,44.3200,12.5200,2.4400
aBm9pOP,6.6667,41.0000,39.6667,11.3333,1.6667
aj9QpZp,2.0000,11.2000,62.2000,20.6000,3.6000
aYyj9Aw,4.1667,24.1667,26.3333,28.6667,16.3333
an4e6EB,6.1818,41.1818,37.8182,12.0000,2.5455
aEPd3DK,6.2000,43.6000,43.2000,6.6000,0.8000
apGKdw9,3.7778,21.2222,46.3333,18.1111,10.8889
azm7nOq,2.6250,20.3750,45.1250,27.2500,4.8750
aNgmNOA,1.6000,14.8000,54.4000,22.0000,6.8000
aWxBzo2,4.5000,30.5000,46.5000,17.5000,2.0000
avz24QO,4.8889,28.0000,51.4444,13.4444,2.2963
aR76nRB,4.5405,23.6892,48.4054,18.9459,4.3919
aVwj9vK,2.6667,21.6667,59.6667,14.3333,1.6667
aZyqe2V,7.2500,22.0000,54.2500,14.7500,2.0000
aO7owp3,2.2500,13.2500,43.5500,34.6500,6.2000
aGdKXO7,4.8000,20.8000,52.8000,17.4000,3.6000
aqn40zP,22.3333,60.0000,13.3333,2.3333,1.3333
a6Krx4A,6.0000,34.8667,33.8667,20.9333,4.2667
aEPd3EG,6.9565,32.6522,37.7609,19.6304,3.1087
an4e6Dz,2.3333,18.3333,71.6667,6.6667,1.3333
a0NvBwZ,4.0000,30.4286,52.7143,11.1429,1.7143
aZyq689,1.0000,8.0000,51.0000,36.0000,4.0000
an4e6RE,1.0000,9.0000,88.0000,2.0000,0.0000
aMxegX6,6.0000,32.7500,50.2500,9.5000,1.5000
aD4RPy7,5.3947,32.0000,50.2368,10.0000,2.2895
aD4RyMB,4.5909,27.3636,36.1818,26.0909,5.6818
ax9E5PD,9.5000,32.0000,18.5000,31.5000,8.5000
adVyEb2,4.0000,26.3333,35.3333,28.8889,5.4444
aeDKLRB,0.8889,6.7778,65.4444,23.0000,3.3333
aAeB8A0,0.0000,2.0000,71.0000,25.0000,1.0000
aeDKLdp,4.4444,22.6667,41.2222,23.4444,8.1111
a8GdZnd,4.0000,18.3333,38.3333,23.6667,15.0000
a5Wpgmy,4.0000,25.2500,57.7500,11.5000,1.7500
ax9E5An,2.0909,16.5455,67.8182,11.0000,2.3636
aeDKLOj,6.2500,40.2500,35.7500,14.7500,3.0000
aGdKX85,11.0000,74.0000,12.0000,2.0000,1.0000
aGdKXAw,4.6667,29.6667,27.6667,28.3333,9.6667
a43pvxZ,15.6667,32.0000,25.0000,23.3333,4.6667
an4emLo,2.7500,10.5000,58.7500,20.5000,7.0000
aMxegNx,1.2500,9.7500,65.5000,21.2500,2.0000
avz2NPn,3.3333,28.6667,56.5000,10.0000,1.3333
agArWxW,6.0000,31.1111,44.1111,15.2222,3.5556
a2WEexp,4.2857,22.4286,57.2857,13.5714,2.2857
aYyj9Oq,3.0000,16.7500,47.0000,29.7500,3.0000
aZyqejV,38.0000,49.0000,7.0000,2.0000,4.0000
aMxegv6,7.0000,44.6000,38.0000,8.6000,1.8000
avz2NdM,6.7273,31.1818,34.1818,21.9091,6.0000
arV1YrX,3.6000,38.6000,46.2000,10.2000,1.0000
aNgmNqG,3.6667,20.5000,48.1667,22.1667,5.3333
aQd6Gmz,12.0000,36.2500,21.7500,24.7500,5.2500
azm7nDb,2.0000,17.0000,65.5000,13.5000,1.6667
a8GdZ26,2.5000,13.5000,37.0000,42.5000,4.5000
aVwjyD2,0.0000,5.0000,90.0000,5.0000,0.0000
amvq3Ko,6.7500,34.7500,42.0000,14.0833,2.3333
ayeEG1V,4.1429,35.7143,43.7143,13.7143,2.4286
a3wvmnQ,3.0000,23.3333,51.0000,20.0000,2.3333
agArWZ6,20.0000,44.5000,14.7500,15.0000,5.2500
abG37X8,1.0000,5.0000,27.0000,61.0000,6.0000
aVwjAdn,5.2000,22.6000,54.0000,16.2000,2.0000
a5Wp49N,8.4000,40.2000,30.0000,17.0000,4.0000
aR76nM2,5.0000,29.0000,31.0000,29.0000,6.5000
aqn40dR,4.8000,35.4000,51.4000,7.4000,1.2000
aGdKX77,8.5000,21.0000,47.0000,19.5000,4.0000
aWxBzmK,0.0000,0.0000,100.0000,0.0000,0.0000
aj9Qp3G,0.5000,5.5000,74.0000,19.0000,1.0000
apGKOD9,4.6667,22.8333,31.3333,33.0000,8.1667
azm7nvm,16.5000,32.2500,43.2500,6.5000,1.5000
a43pvrZ,4.3125,23.4375,50.1875,18.1250,3.9375
aP765zP,4.3158,26.8421,47.4211,18.5263,2.9474
a6KrP32,10.7500,45.5000,32.7500,8.7500,2.2500
ax9E5ep,4.2857,26.2143,52.0357,15.2143,2.1786
agArWK1,7.0000,22.4545,43.9091,20.4545,6.2727
a6KrPeR,5.1250,47.3750,40.5000,5.6250,1.0000
ayeEGmr,3.8333,47.0000,40.5000,7.6667,0.8333
arV1Yz5,0.5000,11.5000,87.5000,0.5000,0.0000
aQd6G2r,3.0000,18.0000,47.0000,28.0000,4.5000
arV1YD0,8.4000,34.1000,34.0000,20.1000,3.7000
aR76n95,3.2000,21.0000,51.6000,19.0000,5.1000
a3wvmzr,5.7727,33.5455,44.8182,13.4091,2.5000
aQd6NGW,4.0000,22.7857,47.5000,22.2857,3.2857
aXgZBLv,3.5000,26.5000,60.5000,9.0000,1.0000
a3wvnvm,3.2857,22.3571,48.6429,21.5714,4.0714
a8GdZv3,9.4667,38.3333,42.3333,8.3333,1.7333
adVyrQQ,6.1000,34.2000,46.0000,12.0000,1.9000
aZyqeoQ,3.2857,16.5714,43.2857,31.0000,5.8571
aNgmNV6,4.8000,29.8000,50.6000,12.8000,1.8000
ayeEGRy,2.0000,16.0000,67.0000,13.0000,2.0000
aBm9myx,7.0286,30.1429,39.6857,18.4857,4.8857
aLw6xOW,2.0000,17.0000,68.0000,11.5000,1.0000
aMxegDX,7.2857,25.0000,38.2857,26.5714,2.7143
aNgmN2G,4.0556,28.0556,47.1111,17.7222,2.7778
aAeBjmR,3.0000,30.0000,50.7500,14.5000,1.5000
a6Kr0P9,4.5833,25.1667,43.5000,21.9167,4.6667
aZyqeQn,2.0000,14.0000,70.5000,11.5000,2.0000
aYyj9dm,2.1667,10.6667,39.0000,44.6667,3.8333
aGdKXq0,9.0000,58.0000,25.0000,6.0000,2.0000
a8GdZ2p,7.0000,53.0000,35.0000,4.0000,1.0000
aP765LV,7.0000,44.0000,11.0000,31.0000,6.0000
aK74RZ1,3.8333,25.0000,40.8333,21.9167,8.0000
ax9ELXY,3.5000,20.0000,45.5000,27.0000,4.5000
azm7QVN,4.5000,26.0000,32.0000,32.0000,5.0000
avz2NqX,2.6667,16.6667,54.0000,22.6667,4.6667
aNgmNDK,2.0000,16.5000,69.5000,11.0000,1.0000
aAeBvQ0,5.8400,24.5600,40.5600,23.7200,5.2400
aBm9pMO,7.1429,32.4286,46.0000,11.0000,3.5714
aLw6x3x,3.1429,23.5714,45.0000,23.8571,4.7143
a3wvxyr,1.7778,10.1111,43.6667,36.4444,7.8889
apGKOzn,3.6000,25.4000,27.4000,35.4000,7.6000
ayeEGrp,11.0000,39.0000,47.0000,3.0000,1.0000
a2WEeZO,5.0000,20.0000,28.0000,38.0000,8.0000
arV1Ywp,3.2857,21.0000,65.0000,9.2857,1.4286
a0NvBqd,7.0000,57.0000,27.5000,7.5000,1.0000
aj9QpwQ,2.0000,14.0000,62.3333,18.6667,3.0000
a0NvG9X,8.0000,57.0000,27.5000,6.0000,2.0000
amvqQX9,4.3333,34.3333,38.6667,20.0000,2.6667
aAeBjbp,10.5000,42.3000,31.3000,12.9000,3.0000
aVwjA8K,2.0000,12.5000,62.5000,19.5000,4.0000
aAeBjA2,4.1667,28.6667,42.8333,21.6667,3.0000
aEPd3K9,3.5000,19.1250,45.6250,26.7500,5.0000
a0NvNnO,6.2549,31.7059,42.1569,16.7059,3.1373
a8GdZNe,1.5000,9.0000,47.7500,36.0000,5.7500
a43pvWv,6.0000,41.0000,39.0000,12.0000,2.0000
aAeB710,9.0000,32.7857,40.1429,15.2143,2.7143
abG37KE,4.5000,24.5000,47.6250,19.0000,4.0000
aAeBj7g,14.6667,39.6667,26.1111,15.5556,3.6667
a5Wp4gE,6.1875,32.0313,44.8438,14.0625,2.5625
aD4Ry5Z,4.7500,25.2500,48.2500,19.0000,2.7500
aYyj9v2,4.2000,30.6000,52.2000,11.2000,1.6000
arV1Yv6,0.0000,0.0000,100.0000,0.0000,0.0000
avz2NVX,6.5000,39.0000,44.2500,9.0000,1.5000
aqn40Mv,6.2500,42.7500,37.2500,11.7500,1.7500
aVwjA58,1.5000,17.0000,75.0000,6.5000,0.5000
aK74RO6,4.5357,26.9643,48.9643,16.3571,3.1786
aGdKX56,4.5000,32.0000,51.2500,10.2500,2.2500
a6KrP4R,4.6667,34.6667,47.0000,12.0000,2.0000
aBm9p5A,4.2000,24.6000,38.8000,28.2000,4.2000
aR76ndj,2.8333,25.6667,48.1667,20.3333,2.5000
aWxBzXq,7.0000,39.0000,34.0000,17.5000,2.5000
aR76npM,4.6667,25.0909,52.3636,14.9697,2.9091
aj9Qp48,5.1429,31.7143,48.2857,13.1429,1.8571
a9njo0o,9.0000,61.5000,25.5000,3.0000,1.0000
arV1YLV,3.7143,26.0000,48.7143,19.0000,2.5714
a0NvBVn,1.5000,11.0000,50.0000,33.5000,3.5000
a2WEYQY,3.3889,21.3333,48.8889,22.6667,3.4444
aGdKoEz,4.7500,23.3438,53.2813,16.0000,2.6250
a0NvB3X,8.8000,34.6000,18.2000,20.8000,17.4000
aNgmN3v,6.0000,38.0000,38.0000,15.0000,3.0000
a1Wp35P,1.5000,9.0000,40.0000,40.5000,9.5000
aLw6xox,9.7500,49.2500,33.5000,6.5000,1.7500
a1Wp9gP,2.5000,13.5000,47.7500,32.7500,3.5000
aeDKLwW,0.7500,5.0000,87.0000,5.5000,1.0000
aP765bw,4.4000,23.2000,41.6000,24.8000,6.0000
aD4Rdjx,4.0889,25.5778,45.0889,21.8667,3.4889
a43pvOp,5.0000,25.1667,50.0833,16.5000,2.9167
a9njwXL,3.3333,32.3333,60.0000,4.0000,0.3333
a43pr96,2.2000,17.0000,63.3000,15.3000,2.2000
a9njoGo,5.5882,31.2353,36.5294,22.8824,3.6471
aLw6xEM,4.5000,14.7000,61.7000,16.8000,2.4000
aO7owAM,2.5000,13.0000,64.5000,15.5000,3.5000
a6KrP6L,3.3333,17.3333,36.1667,35.6667,7.5000
agArWwn,9.6667,40.0000,39.6667,8.6667,1.6667
aWxBz23,2.0000,10.5000,73.0000,12.0000,2.5000
a3wvmO1,4.0909,21.4545,63.5455,9.2727,1.4545
aEPd96K,7.0000,49.0000,37.0000,6.0000,1.0000
aGdKXj6,4.4286,25.1429,52.4286,16.2857,1.8571
aoPmdMA,5.5000,37.0000,23.0000,32.0000,3.0000
an4e6P0,3.3750,19.0000,51.8750,22.7500,3.0000
amvq3Zj,3.3333,21.6667,69.0000,4.8333,1.3333
ax9E5qb,6.3333,27.0000,41.3333,21.9167,3.0833
aqn40E7,23.5000,51.0000,21.0000,3.5000,1.0000
aoPmXde,4.5000,28.0000,43.0000,21.5000,3.0000
ayeEGjM,3.8571,27.1429,37.1429,24.4286,7.5714
aeDKLnb,5.8222,29.2000,44.8000,17.2222,2.8222
a8GdZxO,3.0000,24.0000,54.0000,16.0000,2.0000
aEPd39M,4.7500,29.5000,46.4167,16.3333,2.8333
aAeBjz9,4.6667,23.6667,50.6667,17.3333,3.5000
agArWex,3.8333,22.5000,58.0000,13.8333,2.0000
aLw6bbz,4.0625,20.0625,32.8750,35.1875,7.8750
aoPmXQ0,15.0000,38.0000,44.0000,3.0000,0.5000
aXgZB6P,4.5000,27.2500,48.2500,16.5000,3.2500
aLw6xZz,3.2000,20.2000,52.4000,21.8000,2.6000
a8Gdx0e,7.0000,46.0000,34.5000,10.5000,2.5000
a9njoe1,1.0000,3.0000,10.0000,65.0000,20.5000
arV1YQB,4.6000,24.7000,39.8000,25.9000,5.2000
aD4Ryyw,5.7143,21.1429,48.2857,21.2857,3.4286
a5Wp4OO,9.2000,49.4000,18.0000,20.6000,3.0000
aLw6x7M,1.5000,4.0000,11.5000,67.0000,15.0000
aBm9pNQ,1.0000,4.0000,64.0000,30.0000,2.0000
aAeBjjp,7.1667,37.3333,38.8333,13.3333,3.0833
a1Wp9yG,5.9091,29.1818,45.7273,16.1818,2.7273
aeDKd9B,5.2000,21.2000,37.4000,32.0000,4.2000
aBm9pp1,1.6000,15.2000,48.4000,31.0000,3.8000
aP7655R,6.5000,58.5000,30.0000,4.5000,1.0000
a8GdZZY,5.8000,29.0667,37.8667,20.5333,6.6667
aK74RRb,7.0000,26.4000,48.9000,15.3000,2.2000
azm7nob,10.5000,52.5000,26.0000,9.5000,1.5000
aWxBzYq,6.6364,48.5455,35.0000,7.7273,1.8182
adVyd6d,8.6667,37.3333,32.8333,17.8333,3.1667
aZyqeGz,5.4000,28.1000,34.5500,26.1500,5.6500
avz2NMO,4.4615,27.0000,40.0000,24.8462,3.6923
aeDKLBv,2.0000,95.0000,1.0000,1.0000,0.0000
aVwjANw,9.1000,41.5000,29.5000,16.0000,3.7000
a7WvOjb,5.2857,24.3333,46.7619,19.9762,3.7381
agArWRv,5.7500,29.0000,38.5000,23.5000,3.0000
aXgZzYz,8.0000,56.5000,30.0000,3.7500,1.5000
arV1YYB,3.0000,15.0000,37.0000,38.0000,7.0000
a0NvBrz,5.3333,36.3333,26.0000,25.6667,7.0000
aR76nqM,9.3333,34.0000,39.6667,13.6667,2.6667
a5Wp4mr,5.0000,33.2500,54.0000,6.2500,1.5000
a1Wp94b,7.5000,34.5000,39.5000,15.6667,2.3333
aqn40qM,4.0000,22.0000,44.0000,26.0000,4.0000
aXgZByd,5.3333,47.0000,41.6667,5.0000,1.0000
apGKOOb,3.6667,25.3333,41.3333,20.5000,8.8333
a6KrPP8,8.6000,40.0000,40.6000,8.8000,2.0000
aVwjpbP,2.4444,18.1111,61.2222,16.0000,2.6667
aAeBjnZ,3.6000,26.6000,58.6000,10.2000,1.2000
avz2Nbq,5.8750,27.7500,32.6250,26.2500,7.5000
aBm9p7Z,0.6667,10.0000,86.3333,2.3333,0.3333
aD4RyBO,8.1250,35.3750,41.6250,13.3750,2.0000
aeDKLvO,0.0000,4.0000,73.0000,21.0000,1.0000
an4e6rV,0.0000,1.0000,89.0000,9.0000,0.0000
aMxegpR,2.3333,21.0000,66.6667,9.0000,1.3333
amvq3Mv,4.0000,25.0000,48.0000,20.0000,4.0000
aP76Eqq,8.0000,50.0000,28.0000,11.0000,3.0000
aBm9peA,7.0000,31.6667,43.0000,16.3333,1.6667
aYyjxX0,9.1951,37.3780,35.0854,14.5244,3.7195
aQd6G02,9.5714,42.0000,33.0000,11.8571,3.0000
aeDKnvj,5.5000,37.0000,16.5000,31.5000,9.0000
aLw6y66,1.4000,11.2000,39.8000,42.2000,5.2000
aD4RyEw,7.0000,34.0000,29.6667,24.6667,4.6667
aVwjA8M,0.5000,4.5000,89.5000,5.0000,0.5000
aR76yd2,1.5000,14.6667,69.8333,12.5000,1.3333
agAr6p6,3.6667,24.7500,46.2500,22.1667,3.0000
aBm9pLD,2.0000,9.0000,46.2500,35.7500,7.0000
ax9ELjb,3.0000,32.0000,51.0000,13.0000,1.0000
aBm9pDZ,5.0000,27.8235,45.8824,17.9412,3.2353
aWxBNYA,4.4615,27.9231,41.9231,22.4615,3.1538
aeDKL1q,3.5000,36.5000,47.0000,12.0000,1.5000
aVwjAAO,6.2000,42.4000,39.4000,10.2000,2.4000
a3wvm9m,1.6667,17.0000,70.6667,9.0000,1.6667
awBNwwW,9.0000,57.0000,28.3333,4.6667,0.6667
a1WpxN6,3.5263,20.0000,51.8421,21.2105,3.4211
amvq3D6,14.2500,35.5000,26.7500,19.5000,3.7500
a9njooW,3.2500,26.5000,57.0000,11.2500,1.2500
ax9E55K,7.0000,45.0000,23.0000,21.0000,4.0000
aGdKm0K,3.0000,18.0000,58.0000,18.0000,3.0000
ax9E5rb,1.5000,17.0000,70.0000,10.5000,1.0000
an4e6rz,5.0000,55.5000,37.5000,2.0000,0.0000
aVwjANO,2.5000,29.0000,65.0000,2.5000,0.0000
aQd69N2,4.8667,28.9333,46.2333,17.0667,2.8000
abG3NE9,5.4118,32.7647,50.7059,9.2941,1.6471
aYyj9XO,8.7500,33.2500,34.5000,17.2500,6.5000
abG378p,16.5000,56.0000,22.5000,3.5000,1.5000
aMxeg7M,3.0000,25.6667,50.0000,18.6667,2.6667
a0RmmjZ,8.0769,37.8462,39.8077,11.6154,2.6538
abG37PL,5.5833,36.2500,38.1667,15.5833,4.0000
aNgm8Y0,4.1333,24.9333,38.0667,27.1333,5.8667
a9njo3Z,9.0000,44.0000,31.0000,13.0000,4.0000
adVyGyD,9.0000,44.0000,30.5000,13.0000,3.5000
aEPd3rN,1.5000,14.5000,36.0000,45.0000,3.0000
aZyqeKX,4.0000,29.0000,52.0000,13.0000,2.0000
avz243O,4.8929,31.4643,41.3214,18.5714,3.5714
amvq3d9,4.0000,29.0000,56.0000,10.0000,1.0000
aEPd34n,3.3333,18.6667,52.3333,21.6667,4.0000
aP765Xn,3.5000,27.5000,38.5000,26.5000,3.5000
an4e6WL,6.0714,29.4286,36.7143,21.1429,6.7857
aqn400Q,2.0000,4.0000,26.0000,53.0000,15.0000
aWxBrn6,6.5000,37.5000,44.5000,8.5000,2.5000
a2WE98w,4.8182,28.5455,38.9091,24.0000,3.9091
azm7D4m,4.7500,28.5000,36.7500,26.2500,3.4167
arV10Ld,6.5000,24.0000,47.6250,17.1250,4.6250
aVwjA1n,4.0000,22.5000,56.0000,15.5000,3.0000
an4e6jn,1.0000,8.0000,68.0000,20.0000,2.0000
aNgmNNb,19.0000,63.0000,15.0000,2.0000,1.0000
aGdKXPG,20.0000,61.0000,17.0000,1.0000,1.0000
awBNwLR,0.0000,4.0000,85.0000,10.0000,1.0000
aEPd3Qp,2.0000,29.0000,64.5000,5.0000,0.5000
an4edZE,4.6667,25.9167,35.7500,28.8333,5.0833
aWxBjmK,5.2037,29.2963,41.6481,19.4815,4.1667
avz2NbE,3.0000,13.2500,33.2500,42.0000,8.5000
aR76beM,4.0000,22.0000,47.0000,23.0000,4.0000
a43pwNy,4.4737,30.2632,41.0526,20.8421,3.4737
ax9EnMM,4.5000,27.4000,48.1000,16.9000,3.0000
aVwjz9w,4.4194,23.9032,46.4194,19.5806,5.5806
aK74qzQ,6.3810,27.9524,46.4286,13.4762,5.5238
ayeEGq8,16.0000,50.5000,26.5000,5.5000,2.0000
aNgmRzw,6.2593,36.0370,36.0000,18.3333,3.5185
aAeBj59,2.5000,13.0000,39.2500,38.7500,7.0000
aAeB89Z,7.0000,25.0000,35.0000,25.0000,7.0000
ax9E80Y,6.5000,30.5000,32.7500,26.0000,4.2500
aZyq819,6.2941,32.1176,38.8824,18.6471,3.8235
avz2XEd,4.6667,29.4444,51.7778,12.2222,1.5556
apGKOWM,2.0000,3.0000,5.0000,47.0000,42.0000
aeDKLm5,25.0000,60.0000,12.0000,1.0000,1.0000
aVwjAVd,0.6000,4.0000,71.4000,20.2000,3.6000
a9njo8j,5.0000,24.7500,39.3333,25.5833,5.3333
a5WpyRr,4.2857,21.1429,41.8571,26.1429,6.7143
a5WpDYG,4.7143,27.8571,40.7857,20.6429,5.9286
a9njZKD,3.5000,24.5000,56.3333,13.5000,1.6667
a7WvY7b,1.5000,10.5000,43.5000,41.0000,3.5000
ayeEzWr,5.7500,27.1875,43.3750,20.1250,3.5625
a8GdOYQ,2.0000,9.0000,18.5000,59.5000,11.0000
aD4RP09,4.6000,25.5000,53.3000,14.0000,2.5000
an4e6A5,4.4545,23.4545,54.0000,15.6364,2.5455
aR76bGG,1.0000,6.0000,83.0000,10.0000,0.0000
a9njoNL,3.3333,23.8333,60.3333,10.3333,1.8333
aAeBqxg,6.9375,36.7500,41.4375,12.6875,2.0000
a8GdNb3,6.4000,25.8000,55.4000,8.8000,3.8000
aAeBjpR,7.0000,59.0000,27.0000,6.0000,1.0000
azm7zXN,3.4286,27.1429,53.4286,12.7143,3.2857
a5WpEZN,7.7917,29.1042,44.5000,15.8750,2.6250
aR76N52,3.8333,25.1667,48.1667,18.5000,4.1667
amvq3yo,1.0000,8.6667,64.0000,21.0000,5.3333
aqn4o8p,11.0000,47.0000,25.0000,14.0000,4.0000
amvqKA2,5.4000,25.1333,41.9333,24.1333,3.4667
a6Kr3o8,3.1875,24.1250,56.0000,14.6875,1.8125
aP76GBq,3.5926,24.5556,53.9630,14.8519,2.8889
aGdKXB5,1.0000,6.0000,69.0000,23.0000,1.0000
a8GdZEY,3.0000,14.0000,63.0000,15.0000,4.0000
a43pmLv,4.0909,23.0909,44.7273,21.3636,6.8182
ayeEm6Y,3.6667,23.3333,54.6667,15.0000,3.0000
aeDKLNm,5.0000,40.3333,51.0000,3.6667,0.6667
a8GdRdd,4.0000,15.5000,59.0000,14.0000,7.0000
a5Wpy9q,2.6429,18.1429,51.7857,21.3571,5.8571
azm7wPB,8.0000,26.4000,22.6000,22.6000,20.8000
a43pv1A,8.0000,49.0000,32.0000,9.0000,2.0000
aNgm3ow,2.0000,13.3333,63.9167,17.5000,3.0000
aqn4PvY,9.6667,37.6667,41.0000,10.3333,1.0000
aD4RM2Z,2.5000,23.7500,68.0000,5.2500,0.7500
ax9E5K1,3.0000,26.2000,56.6000,13.3000,1.0000
apGKO69,9.0000,65.0000,19.0000,5.0000,1.0000
aD4RMjG,4.7778,24.5556,43.6667,23.6667,3.0000
aYyjdVw,4.6316,23.8947,50.6316,17.7368,2.9474
abG3ooX,2.8571,21.1429,51.0000,22.4286,2.4286
ax9E59K,6.0000,35.2000,45.6000,11.0000,2.2000
aP76zKR,3.0000,37.0000,32.5000,25.5000,2.5000
ae5XXZq,3.5870,18.8696,57.3696,16.2174,3.4565
a8GdbLp,7.2414,31.8276,41.6207,16.1897,3.0000
ayeEZAr,16.4000,55.6000,20.8000,5.6000,1.4000
aGdKb1z,2.8000,16.8000,49.4000,26.0000,4.9000
an4em3q,1.0000,23.0000,69.0000,6.0000,0.0000
ayeEV1X,1.3333,14.3333,73.3333,9.6667,0.6667
amvq4Nj,1.0000,13.0000,80.0000,5.0000,0.5000
aD4Ry9Z,12.7143,48.2857,25.8571,10.1429,2.7143
azm7nbK,2.0000,12.5000,58.0000,25.0000,2.0000
apGKZeD,12.0000,60.0000,22.0000,5.0000,2.0000
aD4ReX9,2.0000,13.0000,54.0000,28.0000,3.0000
a5WpvwV,9.2000,50.0000,27.4000,12.0000,1.4000
a3wvXAr,5.3333,27.6667,42.0000,19.3333,5.3333
aBm9MmP,5.0000,29.1818,46.3636,16.0909,3.2727
aVwjB3v,3.3333,23.7778,37.8889,30.3333,4.5556
aVwjdAP,4.0000,29.0000,33.5714,29.8571,3.5714
a2WE6V9,4.0000,39.0000,54.0000,3.0000,1.0000
aK74y66,6.0000,28.3333,21.3333,35.0000,9.5000
a9njo96,3.2000,26.6000,49.4000,18.4000,2.0000
aWxBrG2,3.0000,16.0000,41.2500,29.2500,10.5000
aBm9Nr2,2.8750,16.5000,56.1250,20.1250,3.8750
agArrZK,4.3103,25.7586,46.5517,18.9310,4.1379
a1Wp9x6,4.0000,21.0000,58.4000,14.0000,2.2000
aAeBjdg,3.5000,16.0000,16.0000,51.0000,13.0000
aK74Q96,1.5000,8.0000,47.5000,39.5000,3.5000
aj9QM7R,14.2000,31.2000,40.2000,12.2000,2.0000
a0NvYMX,5.7170,30.3774,37.8302,21.4340,4.5849
aVwjdbv,2.7143,19.0000,60.1429,16.5714,1.5714
aqn4V2j,4.9091,26.3636,37.6364,21.3636,9.8182
aVwj8gn,3.3750,20.2500,61.3750,12.1250,2.5000
aZyqomQ,14.6842,38.0526,34.5263,10.9474,1.8947
a2WEjv9,8.5455,45.9091,36.3636,7.3636,1.6364
aj9Qv90,7.5000,23.7500,26.5000,32.5000,9.7500
a0NvbMX,5.4571,26.5429,49.6857,16.2857,2.0571
a9njB5o,7.3333,40.0000,28.6667,20.0000,4.0000
aGdKmMX,2.0000,23.0000,68.0000,7.0000,1.0000
aBm9N51,4.7000,28.7000,40.0000,22.9000,3.5000
aGdKoXz,11.6667,36.0000,34.5000,15.3333,2.3333
aWxB9VK,6.9268,31.5610,43.9512,13.8293,3.4634
aAeBAyd,10.2000,30.4000,33.8000,21.6000,4.2000
aBm91Nz,4.2059,27.0784,50.7059,15.2843,2.6569
a1Wp9mb,3.0000,14.0000,63.0000,15.0000,4.0000
aP76pQV,4.1034,29.1379,52.0345,12.3103,2.5172
aR769YG,4.0909,23.0000,47.3636,20.4545,5.2727
azm7Q0m,3.0000,22.3636,51.0909,20.2727,3.2727
a9njB8W,10.5000,45.2500,23.7500,16.2500,3.5000
aK74LY1,5.9375,28.8125,42.8750,19.4375,3.0000
a2WE43w,7.3333,29.5556,40.0370,19.5556,3.7778
a43pn4v,5.0238,29.5714,45.5952,16.9286,2.8571
a9njyBD,6.1538,30.0769,39.2308,21.1538,3.5000
avz2qXX,5.7500,44.2500,44.5000,4.7500,0.7500
aMxey2W,9.0000,33.5000,20.0000,34.0000,4.0000
a3wveZN,3.1111,18.0000,35.6667,35.8889,7.5556
aZyqO5n,4.0000,26.3333,49.0000,17.5000,3.5000
aVwjxKO,4.4474,22.8684,37.5263,27.8947,7.2368
a0NvQxq,5.6479,29.1690,44.4930,18.0000,2.7465
a8GdZOO,8.7143,34.0000,39.5714,15.4286,2.2857
amvqnEo,7.8571,43.7143,29.8571,15.7143,2.8571
a9njDwL,5.8333,30.8333,33.1667,25.5000,4.8333
avz2PXX,3.6786,22.6429,43.2143,25.8929,4.4643
abG3mBb,7.0000,33.3333,45.6667,12.0000,2.0000
arV1D17,8.0000,33.7000,37.9000,16.9000,3.6000
an4eKEq,3.8472,23.7500,48.7778,20.2639,3.2639
aP7671P,5.1087,24.7391,49.6087,16.1087,4.1957
aP76zLP,2.1667,16.0000,61.6667,18.0000,2.0000
awBNG7r,6.6364,34.9545,40.2273,15.6818,2.4091
aR76Nr7,5.6667,32.3333,35.3333,23.1333,3.6667
avz2Kxb,5.0000,19.0000,21.0000,48.0000,8.0000
aZyq6zQ,4.0000,19.0000,23.0000,46.0000,8.0000
avz24OX,6.6667,27.8889,46.2222,16.7778,2.4444
a7WvYje,2.0000,17.0000,57.0000,21.0000,2.0000
aXgZ6mv,3.0000,24.0000,59.0000,12.0000,2.0000
ayeEjby,4.0000,33.0000,47.0000,15.0000,2.0000
aMxeWK6,3.5000,18.5000,66.0000,9.0000,2.5000
aeDKd5j,2.5625,19.8750,49.3750,24.5000,3.8125
aO7onBy,1.6667,9.0000,65.6667,20.6667,3.0000
